Date,OilOpen
2022-10-04,83.22000122070312
2022-10-05,86.37000274658203
2022-10-06,88.08000183105469
2022-10-07,88.93000030517578
2022-10-10,93.4800033569336
2022-10-11,91.13999938964844
2022-10-12,88.66999816894531
2022-10-13,87.08000183105469
2022-10-14,89.2699966430664
2022-10-17,85.58999633789062
2022-10-18,85.69999694824219
2022-10-19,83.69000244140625
2022-10-20,85.94000244140625
2022-10-21,85.06999969482422
2022-10-24,85.23999786376953
2022-10-25,84.87999725341797
2022-10-26,85.06999969482422
2022-10-27,88.26000213623047
2022-10-28,88.66999816894531
2022-10-31,88.38999938964844
2022-11-01,86.43000030517578
2022-11-02,88.62000274658203
2022-11-03,89.3499984741211
2022-11-04,87.9000015258789
2022-11-07,91.0
2022-11-08,91.87000274658203
2022-11-09,88.56999969482422
2022-11-10,85.8499984741211
2022-11-11,86.2699966430664
2022-11-14,89.0199966430664
2022-11-15,85.25
2022-11-16,86.88999938964844
2022-11-17,85.22000122070312
2022-11-18,82.08999633789062
2022-11-21,80.30000305175781
2022-11-22,80.22000122070312
2022-11-23,81.08000183105469
2022-11-25,77.51000213623047
2022-11-28,75.93000030517578
2022-11-29,76.54000091552734
2022-11-30,79.0
2022-12-01,80.4000015258789
2022-12-02,81.47000122070312
2022-12-05,79.98999786376953
2022-12-06,77.3499984741211
2022-12-07,74.55000305175781
2022-12-08,72.37999725341797
2022-12-09,71.8499984741211
2022-12-12,71.79000091552734
2022-12-13,73.29000091552734
2022-12-14,75.2699966430664
2022-12-15,77.37000274658203
2022-12-16,76.37000274658203
2022-12-19,74.5
2022-12-20,75.69999694824219
2022-12-21,75.98999786376953
2022-12-22,78.43000030517578
2022-12-23,78.18000030517578
2022-12-27,79.9000015258789
2022-12-28,79.88999938964844
2022-12-29,78.81999969482422
2022-12-30,78.7300033569336
2023-01-03,80.56999969482422
2023-01-04,77.25
2023-01-05,73.25
2023-01-06,73.97000122070312
2023-01-09,73.47000122070312
2023-01-10,74.86000061035156
2023-01-11,74.77999877929688
2023-01-12,77.69999694824219
2023-01-13,78.31999969482422
2023-01-17,80.0999984741211
2023-01-18,80.97000122070312
2023-01-19,79.13999938964844
2023-01-20,80.5999984741211
2023-01-23,81.79000091552734
2023-01-24,81.62000274658203
2023-01-25,80.26000213623047
2023-01-26,80.4800033569336
2023-01-27,81.22000122070312
2023-01-30,80.04000091552734
2023-01-31,77.91000366210938
2023-02-01,79.05999755859375
2023-02-02,76.79000091552734
2023-02-03,75.91999816894531
2023-02-06,73.2300033569336
2023-02-07,74.56999969482422
2023-02-08,77.48999786376953
2023-02-09,78.44999694824219
2023-02-10,77.68000030517578
2023-02-13,79.94000244140625
2023-02-14,79.05999755859375
2023-02-15,78.83000183105469
2023-02-16,78.54000091552734
2023-02-17,78.06999969482422
2023-02-21,76.52999877929688
2023-02-22,76.11000061035156
2023-02-23,73.91999816894531
2023-02-24,75.5999984741211
2023-02-27,76.41999816894531
2023-02-28,75.76000213623047
2023-03-01,76.8499984741211
2023-03-02,77.73999786376953
2023-03-03,77.88999938964844
2023-03-06,79.91999816894531
2023-03-07,80.5
2023-03-08,77.31999969482422
2023-03-09,76.5
2023-03-10,75.6500015258789
2023-03-13,76.5999984741211
2023-03-14,74.69999694824219
2023-03-15,71.55999755859375
2023-03-16,68.22000122070312
2023-03-17,68.26000213623047
2023-03-20,66.62000274658203
2023-03-21,67.62000274658203
2023-03-22,69.4800033569336
2023-03-23,69.94999694824219
2023-03-24,69.51000213623047
2023-03-27,69.41999816894531
2023-03-28,72.86000061035156
2023-03-29,73.61000061035156
2023-03-30,72.9800033569336
2023-03-31,74.37000274658203
2023-04-03,80.0999984741211
2023-04-04,80.44000244140625
2023-04-05,81.01000213623047
2023-04-06,80.37000274658203
2023-04-10,80.5
2023-04-11,79.87999725341797
2023-04-12,81.44000244140625
2023-04-13,83.22000122070312
2023-04-14,82.4000015258789
2023-04-17,82.4800033569336
2023-04-18,81.0
2023-04-19,80.91999816894531
2023-04-20,78.87000274658203
2023-04-21,77.12999725341797
2023-04-24,77.97000122070312
2023-04-25,78.73999786376953
2023-04-26,77.08000183105469
2023-04-27,74.37999725341797
2023-04-28,74.91000366210938
2023-05-01,76.66000366210938
2023-05-02,75.76000213623047
2023-05-03,71.55999755859375
2023-05-04,68.16000366210938
2023-05-05,68.69999694824219
2023-05-08,71.3499984741211
2023-05-09,72.83999633789062
2023-05-10,73.58000183105469
2023-05-11,72.7699966430664
2023-05-12,71.41999816894531
2023-05-15,70.04000091552734
2023-05-16,71.31999969482422
2023-05-17,70.5999984741211
2023-05-18,72.75
2023-05-19,71.94000244140625
2023-05-22,71.69999694824219
2023-05-23,72.0999984741211
2023-05-24,73.7699966430664
2023-05-25,74.20999908447266
2023-05-26,71.88999938964844
2023-05-30,73.2300033569336
2023-05-31,69.62000274658203
2023-06-01,67.5999984741211
2023-06-02,70.20999908447266
2023-06-05,75.02999877929688
2023-06-06,71.98999786376953
2023-06-07,71.55999755859375
2023-06-08,72.47000122070312
2023-06-09,70.94000244140625
2023-06-12,70.2699966430664
2023-06-13,67.30999755859375
2023-06-14,69.3499984741211
2023-06-15,68.69999694824219
2023-06-16,70.55000305175781
2023-06-20,71.44999694824219
2023-06-21,70.9000015258789
2023-06-22,72.43000030517578
2023-06-23,69.52999877929688
2023-06-26,69.83999633789062
2023-06-27,69.48999786376953
2023-06-28,68.01000213623047
2023-06-29,69.25
2023-06-30,69.81999969482422
2023-07-03,70.44999694824219
2023-07-05,70.1500015258789
2023-07-06,71.80000305175781
2023-07-07,71.88999938964844
2023-07-10,73.86000061035156
2023-07-11,73.19000244140625
2023-07-12,74.83000183105469
2023-07-13,75.8499984741211
2023-07-14,77.16000366210938
2023-07-17,75.0199966430664
2023-07-18,74.18000030517578
2023-07-19,75.83999633789062
2023-07-20,75.3499984741211
2023-07-21,75.69999694824219
2023-07-24,77.01000213623047
2023-07-25,78.8499984741211
2023-07-26,79.33999633789062
2023-07-27,78.9000015258789
2023-07-28,79.83999633789062
2023-07-31,80.6500015258789
2023-08-01,81.7300033569336
2023-08-02,82.05000305175781
2023-08-03,79.7699966430664
2023-08-04,81.7300033569336
2023-08-07,82.81999969482422
2023-08-08,82.52999877929688
2023-08-09,82.87999725341797
2023-08-10,84.25
2023-08-11,82.83000183105469
2023-08-14,83.08999633789062
2023-08-15,82.5199966430664
2023-08-16,81.2300033569336
2023-08-17,79.25
2023-08-18,80.04000091552734
2023-08-21,81.43000030517578
2023-08-22,80.80000305175781
2023-08-23,79.63999938964844
2023-08-24,78.56999969482422
2023-08-25,78.87999725341797
2023-08-28,80.1500015258789
2023-08-29,79.9800033569336
2023-08-30,81.29000091552734
2023-08-31,81.69999694824219
2023-09-01,83.62999725341797
2023-09-05,86.05999755859375
2023-09-06,86.72000122070312
2023-09-07,87.54000091552734
2023-09-08,86.77999877929688
2023-09-11,87.4000015258789
2023-09-12,87.2699966430664
2023-09-13,88.75
2023-09-14,88.80999755859375
2023-09-15,90.66999816894531
2023-09-18,91.19999694824219
2023-09-19,92.22000122070312
2023-09-20,91.55000305175781
2023-09-21,89.30000305175781
2023-09-22,89.62000274658203
2023-09-25,90.55000305175781
2023-09-26,89.87999725341797
2023-09-27,90.52999877929688
2023-09-28,93.77999877929688
2023-09-29,91.76000213623047
2023-10-02,90.81999969482422
2023-10-03,88.66999816894531
2023-10-04,89.41999816894531
2023-10-05,84.44999694824219
2023-10-06,82.27999877929688
2023-10-09,85.25
2023-10-10,86.43000030517578
2023-10-11,85.95999908447266
2023-10-12,83.19999694824219
2023-10-13,83.51000213623047
2023-10-16,87.72000122070312
2023-10-17,87.05999755859375
2023-10-18,87.80999755859375
2023-10-19,88.23999786376953
2023-10-20,90.27999877929688
2023-10-23,88.0
2023-10-24,86.1500015258789
2023-10-25,83.69000244140625
2023-10-26,85.37000274658203
2023-10-27,83.52999877929688
2023-10-30,85.0
2023-10-31,82.58999633789062
2023-11-01,81.4800033569336
2023-11-02,80.81999969482422
2023-11-03,82.58000183105469
2023-11-06,81.12999725341797
2023-11-07,80.93000030517578
2023-11-08,77.12000274658203
2023-11-09,75.6500015258789
2023-11-10,75.58999633789062
2023-11-13,77.1500015258789
2023-11-14,78.52999877929688
2023-11-15,78.16999816894531
2023-11-16,76.5999984741211
2023-11-17,72.97000122070312
2023-11-20,75.6500015258789
2023-11-21,77.6500015258789
2023-11-22,77.7699966430664
2023-11-24,76.79000091552734
2023-11-27,75.30999755859375
2023-11-28,75.06999969482422
2023-11-29,76.55999755859375
2023-11-30,77.75
2023-12-01,75.58999633789062
2023-12-04,74.58000183105469
2023-12-05,73.30000305175781
2023-12-06,72.0999984741211
2023-12-07,69.27999877929688
2023-12-08,69.76000213623047
2023-12-11,71.1500015258789
2023-12-12,71.43000030517578
2023-12-13,68.7300033569336
2023-12-14,69.8499984741211
2023-12-15,71.61000061035156
2023-12-18,71.68000030517578
2023-12-19,72.4800033569336
2023-12-20,74.05999755859375
2023-12-21,73.80999755859375
2023-12-22,73.91000366210938
2023-12-26,73.55999755859375
2023-12-27,75.31999969482422
2023-12-28,73.80000305175781
2023-12-29,71.98999786376953
2024-01-02,71.70999908447266
2024-01-03,70.5
2024-01-04,73.04000091552734
2024-01-05,72.4000015258789
2024-01-08,73.51000213623047
2024-01-09,70.91000366210938
2024-01-10,72.16999816894531
2024-01-11,71.33000183105469
2024-01-12,73.01000213623047
2024-01-16,72.62999725341797
2024-01-17,72.0
2024-01-18,72.77999877929688
2024-01-19,74.08000183105469
2024-01-22,73.41000366210938
2024-01-23,74.68000030517578
2024-01-24,74.56999969482422
2024-01-25,75.30000305175781
2024-01-26,77.1500015258789
2024-01-29,78.9000015258789
2024-01-30,77.0199966430664
2024-01-31,77.83999633789062
2024-02-01,75.95999908447266
2024-02-02,73.91000366210938
2024-02-05,72.75
2024-02-06,72.76000213623047
2024-02-07,73.5
2024-02-08,74.08000183105469
2024-02-09,76.41999816894531
2024-02-12,76.5999984741211
2024-02-13,77.02999877929688
2024-02-14,77.80999755859375
2024-02-15,76.5999984741211
2024-02-16,78.11000061035156
2024-02-20,78.9800033569336
2024-02-21,77.1500015258789
2024-02-22,78.08999633789062
2024-02-23,78.37000274658203
2024-02-26,76.4000015258789
2024-02-27,77.62000274658203
2024-02-28,78.4800033569336
2024-02-29,78.19999694824219
2024-03-01,78.27999877929688
2024-03-04,80.13999938964844
2024-03-05,78.73999786376953
2024-03-06,78.1500015258789
2024-03-07,79.12999725341797
2024-03-08,79.51000213623047
2024-03-11,77.80000305175781
2024-03-12,78.08999633789062
2024-03-13,78.05999755859375
2024-03-14,79.62999725341797
2024-03-15,81.13999938964844
2024-03-18,81.02999877929688
2024-03-19,82.8499984741211
2024-03-20,83.19999694824219
2024-03-21,81.48999786376953
2024-03-22,80.83999633789062
2024-03-25,80.8499984741211
2024-03-26,81.94000244140625
2024-03-27,81.29000091552734
2024-03-28,81.70999908447266
2024-04-01,83.13999938964844
2024-04-02,84.04000091552734
2024-04-03,85.45999908447266
2024-04-04,85.66000366210938
2024-04-05,86.86000061035156
2024-04-08,86.0999984741211
2024-04-09,86.58999633789062
2024-04-10,85.33999633789062
2024-04-11,86.31999969482422
2024-04-12,85.5999984741211
2024-04-15,85.93000030517578
2024-04-16,85.69999694824219
2024-04-17,85.36000061035156
2024-04-18,82.79000091552734
2024-04-19,82.62000274658203
2024-04-22,83.05000305175781
2024-04-23,82.12999725341797
2024-04-24,83.4000015258789
2024-04-25,82.83000183105469
2024-04-26,83.80999755859375
2024-04-29,83.69000244140625
2024-04-30,82.76000213623047
2024-05-01,81.4800033569336
2024-05-02,79.1500015258789
2024-05-03,79.06999969482422
2024-05-06,78.16000366210938
2024-05-07,78.72000122070312
2024-05-08,78.33999633789062
2024-05-09,79.2300033569336
2024-05-10,79.58999633789062
2024-05-13,78.18000030517578
2024-05-14,79.2300033569336
2024-05-15,78.44000244140625
2024-05-16,78.83999633789062
2024-05-17,79.37999725341797
2024-05-20,80.01000213623047
2024-05-21,79.69999694824219
2024-05-22,78.20999908447266
2024-05-23,77.29000091552734
2024-05-24,77.04000091552734
2024-05-28,77.80999755859375
2024-05-29,80.26000213623047
2024-05-30,79.27999877929688
2024-05-31,77.91000366210938
2024-06-03,76.97000122070312
2024-06-04,74.0199966430664
2024-06-05,72.9000015258789
2024-06-06,74.30000305175781
2024-06-07,75.66999816894531
2024-06-10,75.3499984741211
2024-06-11,78.12000274658203
2024-06-12,78.22000122070312
2024-06-13,78.37000274658203
2024-06-14,77.95999908447266
2024-06-17,78.4800033569336
2024-06-18,80.43000030517578
2024-06-20,81.5199966430664
2024-06-21,81.2699966430664
2024-06-24,80.44999694824219
2024-06-25,81.69999694824219
2024-06-26,80.72000122070312
2024-06-27,80.86000061035156
2024-06-28,81.86000061035156
2024-07-01,81.44999694824219
2024-07-02,83.43000030517578
2024-07-03,83.19999694824219
2024-07-05,83.5999984741211
2024-07-08,83.1500015258789
2024-07-09,82.22000122070312
2024-07-10,81.80999755859375
2024-07-11,82.4000015258789
2024-07-12,82.86000061035156
2024-07-15,82.16000366210938
2024-07-16,81.91999816894531
2024-07-17,80.8499984741211
2024-07-18,83.11000061035156
2024-07-19,82.47000122070312
2024-07-22,80.38999938964844
2024-07-23,78.2699966430664
2024-07-24,77.44999694824219
2024-07-25,77.5
2024-07-26,78.3499984741211
2024-07-29,77.30000305175781
2024-07-30,75.91000366210938
2024-07-31,75.23999786376953
2024-08-01,78.58999633789062
2024-08-02,76.87000274658203
2024-08-05,74.20999908447266
2024-08-06,73.86000061035156
2024-08-07,72.83999633789062
2024-08-08,75.47000122070312
2024-08-09,76.0199966430664
2024-08-12,76.98999786376953
2024-08-13,79.73999786376953
2024-08-14,78.7300033569336
2024-08-15,77.5199966430664
2024-08-16,78.16000366210938
2024-08-19,76.58000183105469
2024-08-20,74.33999633789062
2024-08-21,73.12000274658203
2024-08-22,71.93000030517578
2024-08-23,72.95999908447266
2024-08-26,75.0999984741211
2024-08-27,77.19999694824219
2024-08-28,75.75
2024-08-29,74.41999816894531
2024-08-30,75.87000274658203
